platform,sceneid,productid,acqdate,tileid
Sentinel 2,S2B_MSIL1C_20170726T074609_N0205_R135_T39UUB_20170726T074622,bccf5fe2-c534-479b-8cb1-9d482d153e32,2017-07-26 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20170726T074609_N0205_R135_T39UVB_20170726T074622,91191341-3029-4989-8584-89569f6860bc,2017-07-26 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170724T080011_N0205_R035_T39UVB_20170724T080006,611efa82-085d-4614-bb44-a7ee665b738b,2017-07-24 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20170719T080009_N0205_R035_T39VVC_20170719T080005,d2250f5e-ccc3-4a70-a853-d42afeaed3f7,2017-07-20 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20170719T080009_N0205_R035_T39UVB_20170719T080005,602bc31a-8738-4852-901b-498a49e02f5f,2017-07-20 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20170719T080009_N0205_R035_T39VUC_20170719T080005,d15c96d2-38c6-4b2e-914c-8c3a3ba17cbe,2017-07-20 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20170719T080009_N0205_R035_T39UUB_20170719T080005,64ec9e37-a2f1-4441-b5e6-267861917d13,2017-07-20 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170714T075611_N0205_R035_T39UUB_20170714T075812,ee7f4561-e120-404a-89c4-940abfa2c63f,2017-07-14 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170714T075611_N0205_R035_T39UVB_20170714T075812,715a98d0-d4fe-4ddc-9c08-720fc83f9f90,2017-07-14 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170714T075611_N0205_R035_T39VVC_20170714T075812,fe36a293-a0ac-45da-a51f-eb7d38bc6fc3,2017-07-14 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170714T075611_N0205_R035_T39VUC_20170714T075812,e7468440-71b6-4229-9375-77858a6b73fa,2017-07-14 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170711T074941_N0205_R135_T39UUB_20170711T075300,7889b5e8-1df2-478b-8be8-f8bf21e50b40,2017-07-12 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170711T074941_N0205_R135_T39VVC_20170711T075300,c5c57446-c212-48c6-b613-7cd915e30029,2017-07-12 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170711T074941_N0205_R135_T39UVB_20170711T075300,230bb6f0-0a8d-49fb-a9d9-6af3292ff777,2017-07-11 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170704T080001_N0205_R035_T39UVB_20170704T080004,f601208d-789d-4690-9969-632f3143b505,2017-07-04 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170704T080001_N0205_R035_T39VVC_20170704T080004,69d8b377-8f17-4df9-94ab-3a3f480d7981,2017-07-04 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170704T080001_N0205_R035_T39VUC_20170704T080004,efc4ec0e-1816-4c91-a76b-72aae41d3a03,2017-07-04 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170704T080001_N0205_R035_T39UUB_20170704T080004,a0d82ddd-01a4-4403-a00b-d8c841d238b6,2017-07-04 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170624T075611_N0205_R035_T39VVC_20170624T075954,3dc3d610-ed81-4382-957d-d10da3a6736a,2017-06-24 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170624T075611_N0205_R035_T39VUC_20170624T075954,a3f9e2b2-ee53-4590-a07d-40582ddb6e58,2017-06-24 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170614T080011_N0205_R035_T39VUC_20170614T080005,6fe055df-2f68-4efd-a761-2c1cee00df98,2017-06-14 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170614T080011_N0205_R035_T39VVC_20170614T080005,615deb00-10d6-4834-bc07-618f4f24ba94,2017-06-14 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170614T080011_N0205_R035_T39UVB_20170614T080005,941ce63f-c90e-4440-a15e-06b4b8410746,2017-06-14 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170614T080011_N0205_R035_T39UUB_20170614T080005,2f50764a-a451-426c-8a89-d6cb6c4615e5,2017-06-14 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170611T074611_N0205_R135_T39UUB_20170611T074959,5b76a9f2-11b4-447a-8eb2-a5beab4baf45,2017-06-14 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170525T080011_N0205_R035_T39UUB_20170525T080008,11ba6068-0a0c-4826-b153-c5db297f55b2,2017-05-25 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170525T080011_N0205_R035_T39UVB_20170525T080008,4d6bde9b-62c9-480c-946a-5fed37ba3ca2,2017-05-25 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170525T080011_N0205_R035_T39VUC_20170525T080008,2591b8a2-3b6b-4bdb-a8d1-cd3a86ac5fda,2017-05-25 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170515T075611_N0205_R035_T39UUB_20170515T075757,8081f77d-c702-4ed8-919c-a38a82c76c25,2017-05-15 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170515T075611_N0205_R035_T39UVB_20170515T075757,3c6b897b-647a-4a0d-bee1-cb929ad24441,2017-05-15 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170512T074941_N0205_R135_T39UVB_20170512T075303,fa39e7ba-136c-4d53-9c88-c92703350428,2017-05-15 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170502T074611_N0205_R135_T39VVC_20170502T074844,1e4656ce-04ba-4ff6-af97-821fc47e23e5,2017-05-02 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170502T074611_N0205_R135_T39UVB_20170502T074844,206eab4c-8d09-4779-83d2-c6e0eb9187fb,2017-05-02 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170502T074611_N0205_R135_T39VUC_20170502T074844,6ea9ec29-31fe-43c5-8019-3f007ec5b2ec,2017-05-02 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170502T074611_N0205_R135_T39UUB_20170502T074844,aa53d4cb-3779-404a-b60a-5361bc425cde,2017-05-02 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170412T074611_N0204_R135_T39UVB_20170412T074610,84f876a7-7639-4c12-9e8a-2ae5c9afc5ae,2017-04-12 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170412T074611_N0204_R135_T39VVC_20170412T074610,f9f62786-0cdb-4fc6-bed7-7f9c62b0ac24,2017-04-12 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170412T074611_N0204_R135_T39VUC_20170412T074610,42309a0b-7465-4a41-9ae6-461bda009cb3,2017-04-12 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170412T074611_N0204_R135_T39UUB_20170412T074610,9568863b-ce3f-47bf-8747-eeddab200670,2017-04-12 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170405T075611_N0204_R035_T39VVC_20170405T075921,89284347-5662-402c-a0aa-c32522e8313b,2017-04-05 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170316T075651_N0204_R035_T39UUB_20170316T075645,4c11d61e-311f-4431-9655-614b0322a35e,2017-03-16 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170316T075651_N0204_R035_T39VUC_20170316T075645,296dd197-9aa3-46e8-9a68-da03a60a4c12,2017-03-16 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170316T075651_N0204_R035_T39VVC_20170316T075645,720d8570-dda6-4160-9714-d532755cef98,2017-03-16 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170316T075651_N0204_R035_T39UVB_20170316T075645,d5f86370-d03f-42c2-a6e4-0d7981be1226,2017-03-16 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170125T080211_N0204_R035_T39VVC_20170125T080209,e715c49d-aae0-440d-ac46-7f3ecfdc05d4,2017-01-25 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170125T080211_N0204_R035_T39VUC_20170125T080209,4f6d2a20-d30d-4f9f-afae-b33d62ace036,2017-01-25 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170125T080211_N0204_R035_T39UVB_20170125T080209,1a8683b9-f1d3-4af3-9948-d8dcbff56e60,2017-01-25 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170125T080211_N0204_R035_T39UUB_20170125T080209,1f79e3e3-ec99-41cc-a6e3-d57d85e09bbd,2017-01-25 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170204T080121_N0204_R035_T39UUB_20170204T080310,b9cd4d05-2ea1-4885-8281-22648af2d4f1,2017-02-04 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170204T080121_N0204_R035_T39VUC_20170204T080310,1e402f42-4ef0-4c85-93ff-98ba86768b93,2017-02-04 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170204T080121_N0204_R035_T39VVC_20170204T080310,a5935ee7-fd6b-4fa9-b71c-61cd97b2268a,2017-02-04 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170204T080121_N0204_R035_T39UVB_20170204T080310,2a8a963a-c6ff-4cd9-a949-95c26bb90e73,2017-02-04 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170211T075031_N0204_R135_T39VVC_20170211T075032,2748edb4-2c69-4ace-8129-60439a496abb,2017-02-11 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170211T075031_N0204_R135_T39UVB_20170211T075032,9ddeac30-d240-42dd-9db7-d158acc7f0c7,2017-02-11 00:00:00,T39UVB
