platform,sceneid,productid,acqdate,tileid
Sentinel 2,S2A_MSIL1C_20180517T074611_N0206_R135_T39VUC_20180517T091941,7dbda842-9339-4111-9289-612dd09ad18f,2018-05-17 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20180517T074611_N0206_R135_T39UVB_20180517T091941,0b099860-d9c3-4cc1-9560-2adf5f07bd6c,2018-05-17 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180517T074611_N0206_R135_T39UUB_20180517T091941,510ac201-0f5b-4b22-b42c-24a5a9f719a9,2018-05-17 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180515T075609_N0206_R035_T39VVC_20180515T091621,e456488f-4852-4ac1-b6a2-f6a1d1850517,2018-05-15 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20180515T075609_N0206_R035_T39UUB_20180515T091621,febd0bff-452a-4abb-a13b-c3186a145aba,2018-05-15 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180515T075609_N0206_R035_T39VUC_20180515T091621,002b16a0-4a80-4ecb-8f8f-ae6755327ce0,2018-05-15 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180515T075609_N0206_R035_T39UVB_20180515T091621,c4ec2642-8bed-4c66-8033-c0b4837917a3,2018-05-15 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20180512T074729_N0206_R135_T39VVC_20180512T113937,3949abe2-424c-479d-aec2-fac6c0e7c51a,2018-05-12 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20180512T074729_N0206_R135_T39VUC_20180512T113937,f6bace8b-ee65-4d42-a866-ef8e2bb3b86a,2018-05-12 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180512T074729_N0206_R135_T39UVB_20180512T113937,ac6de60a-65a2-48d9-965d-281f7efa1a81,2018-05-12 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20180512T074729_N0206_R135_T39UUB_20180512T113937,5b7611f0-f017-457e-b555-fe90a154e55b,2018-05-12 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20180510T075611_N0206_R035_T39UVB_20180510T100202,80c98290-67d5-47ab-a575-7823eb2c322f,2018-05-10 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180510T075611_N0206_R035_T39VVC_20180510T100202,e09909df-92c8-4664-bc29-6cc449ee4625,2018-05-10 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20180510T075611_N0206_R035_T39UUB_20180510T100202,932f4895-a607-4651-ba2b-bea16926ab1a,2018-05-10 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20180510T075611_N0206_R035_T39VUC_20180510T100202,59cc32b4-29d9-43e8-9f04-89ae87c48be4,2018-05-10 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180505T075609_N0206_R035_T39UUB_20180505T100844,ffa3953b-7a04-4623-a335-30bccfd89abd,2018-05-08 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180505T075609_N0206_R035_T39VUC_20180505T100844,21138a03-44e8-49f2-a653-1e5931c77d87,2018-05-08 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180505T075609_N0206_R035_T39VVC_20180505T100844,4d9de69f-255e-49b9-99b9-0e37c9da30f1,2018-05-08 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20180505T075609_N0206_R035_T39UVB_20180505T100844,ea72a95d-ad7b-4c0f-b48b-1b1ec3161d44,2018-05-08 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180507T074611_N0206_R135_T39UVB_20180507T095308,4f375c13-466c-4adb-af5f-c2c560c15366,2018-05-07 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180507T074611_N0206_R135_T39UUB_20180507T095308,948ee41a-c137-42ff-a85f-00be3e591a3e,2018-05-07 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180425T075719_N0206_R035_T39VVC_20180425T114536,fbfd74e1-a613-414d-846c-16a7516ad478,2018-04-25 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20180425T075719_N0206_R035_T39UVB_20180425T114536,6b8dcd3b-27f2-47ea-b505-cbc749bd931e,2018-04-25 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20180425T075719_N0206_R035_T39UUB_20180425T114536,3d9b549b-1ae2-4c06-b062-e5822b61b918,2018-04-25 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180425T075719_N0206_R035_T39VUC_20180425T114536,b50e4a8a-9344-49cb-acdf-687e6ed577a7,2018-04-25 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20180420T075611_N0206_R035_T39UUB_20180420T092046,2baa72dd-b9b4-4501-a4f5-f8b93dc2d980,2018-04-20 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20180420T075611_N0206_R035_T39VVC_20180420T092046,dccfe680-00ea-4dcd-98a0-19d7eb193198,2018-04-20 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20180420T075611_N0206_R035_T39VUC_20180420T092046,90bbf04c-fc05-43ff-8e32-8c02fe72e2f9,2018-04-20 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20180417T074611_N0206_R135_T39VVC_20180417T100509,bc53e3d7-8591-4783-a191-905b1c201775,2018-04-18 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20180417T074611_N0206_R135_T39UVB_20180417T100509,5818f24a-d3d8-4e7f-81fa-3cb46d08d7fd,2018-04-18 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180417T074611_N0206_R135_T39UUB_20180417T100509,2406e4b2-4e2f-4b40-8feb-38c87da9062b,2018-04-18 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180412T074609_N0206_R135_T39VUC_20180412T103746,5e786a0f-4e6c-4f77-a430-22b122793d7f,2018-04-16 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180415T075609_N0206_R035_T39UVB_20180415T084746,b6317f41-7316-4527-8f68-e3a70d4bfb5c,2018-04-15 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20180415T075609_N0206_R035_T39VVC_20180415T084746,67a5abfe-b95b-467b-aa20-35df711afa93,2018-04-15 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20180415T075609_N0206_R035_T39VUC_20180415T084746,62256ca0-460b-41e2-97ba-1548e1659f42,2018-04-15 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180415T075609_N0206_R035_T39UUB_20180415T084746,b31d00a0-0be3-4ce0-9b59-4431ee7bd710,2018-04-15 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20180410T075721_N0206_R035_T39UUB_20180411T145714,366c3bc3-decc-4fed-8a91-c716f7392188,2018-04-12 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180405T075609_N0206_R035_T39VUC_20180407T044258,2c3839eb-0936-4e64-adfa-4ce81a7bf738,2018-04-07 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20180331T075611_N0206_R035_T39VUC_20180331T105738,e6c60a49-53c6-4277-9223-81c90dea22ca,2018-03-31 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180313T074709_N0206_R135_T39VVC_20180313T100017,e9818a73-32ee-4dd5-8c63-98d28957bd45,2018-03-13 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20180311T075731_N0206_R035_T39VUC_20180311T101707,ed8b6f5b-3326-4d85-895e-7b0a0a4de2ed,2018-03-11 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20180311T075731_N0206_R035_T39VVC_20180311T101707,b6f9dad8-1c02-4b1a-b832-91a57e042b0f,2018-03-11 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20180311T075731_N0206_R035_T39UUB_20180311T101707,9334fb7b-dc24-4a51-9908-9a0ee5cce30d,2018-03-11 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20180311T075731_N0206_R035_T39UVB_20180311T101707,2bc9045e-efda-446c-8791-69a494ce1a77,2018-03-11 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180308T074751_N0206_R135_T39UVB_20180308T100408,bc75590a-d6b5-4d64-8bf9-34bbd231d6d6,2018-03-08 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180308T074751_N0206_R135_T39VVC_20180308T100408,0d212dd0-89eb-4515-9898-2e665095bf3f,2018-03-08 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20180308T074751_N0206_R135_T39VUC_20180308T100408,fa08ff74-1496-41a7-914d-b6d3f08c0be1,2018-03-08 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20180308T074751_N0206_R135_T39UUB_20180308T100408,cb340f74-9fa9-47c0-9b58-2f54a711c129,2018-03-08 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20180301T075841_N0206_R035_T39VVC_20180301T082102,d7c189c5-6c41-4d52-8358-90d7f3512d96,2018-03-01 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20180301T075841_N0206_R035_T39UVB_20180301T082102,17a3cebd-aa60-4255-a2fc-0ea44abc7847,2018-03-01 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180301T075841_N0206_R035_T39VUC_20180301T082102,0f651afd-7904-4c60-88ca-efa29750c0b7,2018-03-01 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20180301T075841_N0206_R035_T39UUB_20180301T082102,99483237-457f-4fdb-b5e9-68a3ad2726d6,2018-03-01 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20180226T074901_N0206_R135_T39UVB_20180226T095107,c6f9b09c-ce61-4119-a437-c59fe7342315,2018-02-26 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180226T074901_N0206_R135_T39VVC_20180226T095107,b6436cd8-4dad-42d6-8d3b-cdf6a365cf6f,2018-02-26 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20180226T074901_N0206_R135_T39UUB_20180226T095107,c8607466-775c-47ed-a6a6-4f8f40cb735b,2018-02-26 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20180226T074901_N0206_R135_T39VUC_20180226T095107,36ed325f-4968-483b-9204-e453da5a0fd9,2018-02-26 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180224T075909_N0206_R035_T39UUB_20180224T114717,2dd4eaad-f43d-48f7-95e9-a3a26069617e,2018-02-24 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180224T075909_N0206_R035_T39UVB_20180224T114717,21edb7ed-884c-4bcc-b443-13368c5b0934,2018-02-24 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20180224T075909_N0206_R035_T39VVC_20180224T114717,13598467-697d-4798-9592-25ea63c88a7a,2018-02-24 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20180224T075909_N0206_R035_T39VUC_20180224T114717,afcb982a-2524-412c-b44a-ac5759e5407d,2018-02-24 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180221T074929_N0206_R135_T39VVC_20180221T113219,dc946a87-d748-42f9-9905-bbadd10c1903,2018-02-21 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20180221T074929_N0206_R135_T39VUC_20180221T113219,ee27b2e6-35e6-437d-9f0c-234193e2f2ee,2018-02-21 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180221T074929_N0206_R135_T39UVB_20180221T113219,3c254904-7648-4c75-beca-c099ab1913fe,2018-02-21 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20180221T074929_N0206_R135_T39UUB_20180221T113219,b915e2bc-82db-4b07-9f40-5ad77ef7a067,2018-02-21 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20180216T075011_N0206_R135_T39VVC_20180216T113704,37569f97-eda8-4ed5-abab-8373a40e79f9,2018-02-16 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20180216T075011_N0206_R135_T39VUC_20180216T113704,e68cb2a3-927e-4658-b58e-cd61fb788831,2018-02-16 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20180216T075011_N0206_R135_T39UVB_20180216T113704,5a961665-c14f-4fd1-aaa7-ce9591f8332e,2018-02-16 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180216T075011_N0206_R135_T39UUB_20180216T113704,ada2e2ea-7420-4cd5-b693-feac1e0b1568,2018-02-16 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180214T080019_N0206_R035_T39UUB_20180214T095526,94675191-f412-4aed-a43a-c608c311b95c,2018-02-15 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180214T080019_N0206_R035_T39VUC_20180214T095526,eb409aef-be3e-402d-a745-ea4263b1bea9,2018-02-15 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180214T080019_N0206_R035_T39VVC_20180214T095526,4369f878-2a74-4381-8dbc-ba8a4c5aa74e,2018-02-15 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20180214T080019_N0206_R035_T39UVB_20180214T095526,15d6f715-385d-42bc-82b3-331cc7cdb5ec,2018-02-15 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180209T080051_N0206_R035_T39UVB_20180209T100905,bf005099-6456-4229-818c-4ae95a444cca,2018-02-12 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20180211T075039_N0206_R135_T39UUB_20180211T094947,3cd85761-8dd8-4372-b664-cfabe7d83dd2,2018-02-11 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180211T075039_N0206_R135_T39VUC_20180211T094947,28076d73-1b70-42a5-8a08-66cb7e868b5c,2018-02-11 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180211T075039_N0206_R135_T39UVB_20180211T094947,8071c4ff-6ec6-4e61-9d51-79a0efb57c54,2018-02-11 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20180211T075039_N0206_R135_T39VVC_20180211T094947,ec30799e-eb1c-4fec-839f-63bcbbf4cfb4,2018-02-11 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20180120T080231_N0206_R035_T39UUB_20180120T102546,1ab3cc0b-55b2-4fef-8e3e-ac60f27abdaf,2018-01-20 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20180120T080231_N0206_R035_T39UVB_20180120T102546,6b55ef69-3a20-4b79-b81f-892ab9ce24a7,2018-01-20 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20180120T080231_N0206_R035_T39VUC_20180120T102546,0b353ce8-cb32-403a-aa84-04ecd2ef9b54,2018-01-20 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20180120T080231_N0206_R035_T39VVC_20180120T102546,a99484fa-cb87-41f7-b6fe-7370a3736c99,2018-01-20 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20180112T075259_N0206_R135_T39VVC_20180112T094738,aa1e2562-28e6-4b4a-af47-8a4bf490fe8b,2018-01-12 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20180112T075259_N0206_R135_T39VUC_20180112T094738,99fbca0f-b0c2-4b0d-9ad7-21e5ae49a79c,2018-01-12 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20180112T075259_N0206_R135_T39UVB_20180112T094738,43c1bb06-569e-4125-9a98-a2327f3506d9,2018-01-12 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20180112T075259_N0206_R135_T39UUB_20180112T094738,dc3591bc-1d26-469d-80ff-a49b70b16afe,2018-01-12 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20180105T080319_N0206_R035_T39VVC_20180105T082403,ec0336c8-828e-4a78-bd08-037f3dcf23aa,2018-01-05 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20180105T080319_N0206_R035_T39UVB_20180105T082403,ae2eee2c-a95a-4bda-b23d-12745426f132,2018-01-05 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20171226T080329_N0206_R035_T39VVC_20171226T095934,115a0cd6-ee8c-491c-b0b8-9d7158110651,2017-12-26 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20171226T080329_N0206_R035_T39UVB_20171226T095934,198bcb6c-cc3f-4bec-8aa2-cbe85b7a3a7b,2017-12-26 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20171226T080329_N0206_R035_T39UUB_20171226T095934,fbb4ed91-3464-489b-8872-d22597db708b,2017-12-26 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20171121T080231_N0206_R035_T39UVB_20171121T095638,d880990a-32fc-4678-af3a-3d4cef75ffdc,2017-11-21 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20171116T080159_N0206_R035_T39UVB_20171116T095720,2a243957-d35a-4822-9fbf-d3adea492fd0,2017-11-16 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20171027T080009_N0206_R035_T39UUB_20171027T102414,3ccc963e-b309-4d12-9eb6-38f0773044d5,2017-10-27 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20171027T080009_N0206_R035_T39VVC_20171027T102414,4d06e2ed-b035-4ec5-856f-793e6c468ffd,2017-10-27 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20171027T080009_N0206_R035_T39VUC_20171027T102414,f439eb39-3b1e-45a4-a7b9-9bb0e31ee3ee,2017-10-27 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20171022T075951_N0205_R035_T39UVB_20171022T075952,ce7684fc-fbaa-4236-8d76-6cb57141ef96,2017-10-25 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20171024T074959_N0206_R135_T39VUC_20171024T101603,7813ef1d-7dc4-4d2f-9fb6-6ad998be5f24,2017-10-24 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20171024T074959_N0206_R135_T39VVC_20171024T101603,ec9eac91-64e4-4912-bc7b-8bf89e79b508,2017-10-24 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20171019T074941_N0205_R135_T39VVC_20171019T075118,65ae567f-fe15-4dda-a77a-b9b42b231900,2017-10-19 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20171019T074941_N0205_R135_T39UVB_20171019T075118,46f4f068-2b2a-471e-aef7-6dd69a90d441,2017-10-19 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20171012T080001_N0205_R035_T39UVB_20171012T080104,eb46181f-dcd6-45b7-859a-42e24c6276b8,2017-10-12 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20171012T080001_N0205_R035_T39UUB_20171012T080104,c3e14d99-86fe-4b0f-9aa6-792768107998,2017-10-12 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20171012T080001_N0205_R035_T39VVC_20171012T080104,c2ec44ee-b052-4556-bc2f-fc16164f1bd8,2017-10-12 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20171012T080001_N0205_R035_T39VUC_20171012T080104,6c2310c9-0fb6-429b-a772-23fa9e07b0e0,2017-10-12 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170922T080001_N0205_R035_T39VUC_20170922T080000,213894b0-57b1-41cd-b3b5-ae4a042b18f9,2017-09-22 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170922T080001_N0205_R035_T39UVB_20170922T080000,c0dae6f5-0e04-4df2-8459-16243f6b6cae,2017-09-22 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170922T080001_N0205_R035_T39VVC_20170922T080000,c5e86bcf-199b-4e1a-a460-dbabb137f9d4,2017-09-22 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170922T080001_N0205_R035_T39UUB_20170922T080000,c1ac5a0b-db2d-47b0-bbf1-d3e160a3a1fa,2017-09-22 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170919T074611_N0205_R135_T39UUB_20170919T074607,3bb5cc91-c102-4b6d-8799-4b0831b5fe89,2017-09-19 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170919T074611_N0205_R135_T39VVC_20170919T074607,8de10c41-3818-4395-9106-3f90e20f2516,2017-09-19 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170919T074611_N0205_R135_T39UVB_20170919T074607,311da36b-0665-4c52-a524-9781676a0cea,2017-09-19 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20170917T075959_N0205_R035_T39UUB_20170917T075954,9e57da2d-5e9c-4e2b-9406-c02d58f117ed,2017-09-17 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20170917T075959_N0205_R035_T39UVB_20170917T075954,eeff97ee-05d8-4ad7-9fdb-640576f88a31,2017-09-17 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20170917T075959_N0205_R035_T39VVC_20170917T075954,f4dab62d-4ad9-48b1-be72-963fcce60870,2017-09-17 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20170917T075959_N0205_R035_T39VUC_20170917T075954,2fb3fa34-66f5-4932-872f-6f06d56686e8,2017-09-17 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20170914T074929_N0205_R135_T39VVC_20170914T075250,dbc54ccb-c539-46a1-8624-7e6b6d96ec5d,2017-09-14 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20170914T074929_N0205_R135_T39UUB_20170914T075250,410bce1c-0294-42ca-bb27-feb56a1dcb15,2017-09-14 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170912T075611_N0205_R035_T39UUB_20170912T075950,4da27151-c7f4-4e10-b8dd-da907ea2cfa9,2017-09-12 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170902T080001_N0205_R035_T39UUB_20170902T080004,2d232ad6-dcdf-48ea-beaa-546a092e5217,2017-09-10 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170902T080001_N0205_R035_T39UVB_20170902T080004,0b8fb4ca-e6c5-4bec-8189-e47aff2f7a9f,2017-09-10 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170902T080001_N0205_R035_T39VUC_20170902T080004,e248be98-2be3-4a5f-b2c7-cfbd9411f62b,2017-09-10 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170902T080001_N0205_R035_T39VVC_20170902T080004,6b080ac5-7edd-4e82-8b3e-9bdd8b4ff014,2017-09-10 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20170828T075959_N0205_R035_T39UVB_20170828T080347,4898668f-0df0-4038-b1e5-2fe6e53a9747,2017-08-29 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20170828T075959_N0205_R035_T39VUC_20170828T080347,fc16a03d-3dc2-4225-8f2a-f1a80cf7abcb,2017-08-29 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20170828T075959_N0205_R035_T39UUB_20170828T080347,13a23316-9773-4da9-83ef-6270c0d53f25,2017-08-29 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170810T074611_N0205_R135_T39UVB_20170810T074656,f62b2b54-8e6c-42e9-ad43-1fd592b9b29f,2017-08-25 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170810T074611_N0205_R135_T39UUB_20170810T074656,f86a9f11-35d3-4335-8dc1-a3bc340d00f6,2017-08-24 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170810T074611_N0205_R135_T39VVC_20170810T074656,bff13821-aa4d-4466-8d22-b3a0f58feacd,2017-08-24 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170823T075611_N0205_R035_T39UUB_20170823T075837,7b62dee1-bea3-450f-b8b5-144310aeb1ed,2017-08-23 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170823T075611_N0205_R035_T39VVC_20170823T075837,a3196e76-d0f4-49fd-aae4-225a40c32dd1,2017-08-23 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170823T075611_N0205_R035_T39VUC_20170823T075837,21b61eda-b900-4619-9157-a259eb328ebb,2017-08-23 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170823T075611_N0205_R035_T39UVB_20170823T075837,098297b3-99d0-4262-837d-3a46527e8885,2017-08-23 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170820T074941_N0205_R135_T39VUC_20170820T075301,eb167ef7-91cc-4b76-bef7-f5a413486ac0,2017-08-21 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170820T074941_N0205_R135_T39VVC_20170820T075301,a3f280e9-24c0-4daa-94e5-d95ea02e1b9a,2017-08-21 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170820T074941_N0205_R135_T39UVB_20170820T075301,8346282a-0325-43a4-aff5-5757f34b486f,2017-08-21 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170813T080011_N0205_R035_T39VVC_20170813T080006,88544335-3f70-4a9a-8eff-2bc8286c503a,2017-08-20 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170813T080011_N0205_R035_T39UUB_20170813T080006,9eebe918-61e8-40bc-ab30-220bbc405917,2017-08-20 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170813T080011_N0205_R035_T39VUC_20170813T080006,6752a27c-b38b-47c8-8ec0-affd8e287b55,2017-08-20 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170813T080011_N0205_R035_T39UVB_20170813T080006,f8759f51-dc65-4e0d-8a3f-09dbe5c0ca94,2017-08-20 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20170818T075609_N0205_R035_T39UUB_20170818T075606,92d6d9c7-9377-43b3-acde-8f6286a43612,2017-08-18 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20170818T075609_N0205_R035_T39VVC_20170818T075606,c36e3f2c-86db-4df9-a506-fbf8ca57193c,2017-08-18 00:00:00,T39VVC
Sentinel 2,S2B_MSIL1C_20170818T075609_N0205_R035_T39VUC_20170818T075606,ca455967-8a89-42b3-9e05-69c80e7c3d61,2017-08-18 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20170818T075609_N0205_R035_T39UVB_20170818T075606,a6a07c7d-342a-4206-a036-eefbcee7a076,2017-08-18 00:00:00,T39UVB
Sentinel 2,S2A_MSIL1C_20170731T074941_N0205_R135_T39UUB_20170731T075301,6ea8166a-7d7e-4208-b4ee-c2eb7f72b6a5,2017-07-31 00:00:00,T39UUB
Sentinel 2,S2A_MSIL1C_20170731T074941_N0205_R135_T39VUC_20170731T075301,01c6a6cc-aef9-4797-8d0f-fdffd6e3b1da,2017-07-31 00:00:00,T39VUC
Sentinel 2,S2A_MSIL1C_20170731T074941_N0205_R135_T39VVC_20170731T075301,765324f9-be64-4166-a524-cad91d80da7c,2017-07-31 00:00:00,T39VVC
Sentinel 2,S2A_MSIL1C_20170731T074941_N0205_R135_T39UVB_20170731T075301,9f4d686a-fc6e-4374-afe3-f712041b088c,2017-07-31 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20170729T075609_N0205_R035_T39UVB_20170729T080158,30173139-ff9f-4b23-8a13-3f82b8196213,2017-07-30 00:00:00,T39UVB
Sentinel 2,S2B_MSIL1C_20170729T075609_N0205_R035_T39VUC_20170729T080158,e51e61b0-4caf-47de-acb4-16ea73b60455,2017-07-30 00:00:00,T39VUC
Sentinel 2,S2B_MSIL1C_20170729T075609_N0205_R035_T39UUB_20170729T080158,de62b634-e455-47e2-b452-d716d051f244,2017-07-29 00:00:00,T39UUB
Sentinel 2,S2B_MSIL1C_20170729T075609_N0205_R035_T39VVC_20170729T080158,64ab720f-9a01-4798-adaf-e205ad9779b7,2017-07-29 00:00:00,T39VVC
